userid,id_tweet,screen_name,created_at,texto_tweet,Numero_pasados,Numero_presentes,Numero_futuros,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Analisis_sentimiento,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion,Numero_adjetivos,Adjetivos_masc,Adjetivos_fem,Adjetivos_sing,Adjetivos_plu,Adjetivos_comparativos,Adjetivos_numerales,Adjetivos_calificativos,Media_palabras_por_sintagma,Numero_sintagmas
793586530593992710,_1472977397007982600,tepupita,2021-12-20T17:09:12.000Z,Que hijos de puta.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3.75,5,4.0,0,0,0,1,0,0,0,0,0,0,0,0,3,2
793586530593992710,_1473040959202115589,tepupita,2021-12-20T21:21:47.000Z,Bueno igual todo a las 11 ya está cerrado,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,3.6666666666666665,5,4,0,0,1,0,3,2,0,2,0,0,0,3,4,4
793586530593992710,_1473045525129830409,tepupita,2021-12-20T21:39:55.000Z,"Yo estoy segura que obvio Marvel no tiene las mejores películas del universo pero chamo los gritos que he escuchado de la gente cuando algo pasa, con nadaaaaa, y me encanta ver TikTok’s del mundo entero perdiendo la cabeza como paso en mi cine 😂",0,6,0,1,1,6,0,6,3,3,5,0,2,0,0,0,0,0,2,9,11,7,2,6,3,2,2,5,4,0,0,3,0,2,1,1,0,0,0,0,,1,0,0,4.545454545454546,2,4.0,4,4,1,2,4,2,1,3,0,1,0,3,8.368421052631579,19
793586530593992710,_1473201311655264256,tepupita,2021-12-21T07:58:58.000Z,Lo que están haciendo con las hallacas es horroroso. No todo vale en la vida. 🫔,0,3,0,0,0,3,0,2,0,2,1,0,0,0,0,0,0,0,0,2,2,1,1,0,2,0,0,2,3,2,0,2,0,1,1,1,0,0,0,0,,1,0,0,4.2,2,3,0,0,1,2,1,1,0,1,0,0,0,1,5.6,5
793586530593992710,_1473205621856034822,tepupita,2021-12-21T08:16:05.000Z,"No yo, a las 09 trabajando, viendo the office a la vez y llorando cuando Michael le pide matrimonio a Holly",0,1,0,0,3,1,0,2,0,2,1,0,0,0,0,0,0,0,4,3,7,1,0,1,0,6,6,3,2,0,0,2,0,2,0,0,0,0,0,0,,0,0,0,4.142857142857143,2,3,2,1,0,2,0,0,0,0,0,0,0,0,8,9
793586530593992710,_1473243653325926403,tepupita,2021-12-21T10:47:13.000Z,Siempre he amado a los BSB pero se han dado cuenta que en the call demuestran que todos los hombres son unos onvres??? De verdad https://t.co/fQZM9BCFQ8,0,5,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,3,3,6,1,1,1,1,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,4.884615384615385,3,3.5,6,4,0,3,1,0,0,0,0,0,0,1,7.5,10
793586530593992710,_1473265142968299522,tepupita,2021-12-21T12:12:36.000Z,"Hay mucha razones por la cual podemos criticar a un político de izquierda extrema pero hola? Tener pelo largo alguna vez en su vida, tatuajes, peinados distintos, que haya pasado por algún trastorno psicológico, un big NO, es 2021 sean mejores.",0,5,0,1,0,3,2,7,3,3,7,0,0,1,0,0,0,0,1,9,10,7,2,5,4,1,1,5,2,0,0,1,0,0,0,0,0,2,0,0,,0,0,0,4.975609756097561,3,4,3,3,3,7,6,4,1,3,0,1,0,5,9.411764705882353,17
793586530593992710,_1473338041473421317,tepupita,2021-12-21T17:02:17.000Z,La comida mexicana es maravillosa. No tengo más nada que agregar ni comparar. Simplemente es maravillosa.,0,3,0,2,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,5.625,2,4.5,0,0,1,3,2,0,2,2,0,0,0,2,4.428571428571429,7
793586530593992710,_1473338470403907586,tepupita,2021-12-21T17:03:59.000Z,Mentira. La mia murió de tanto regarla 😂,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,4.571428571428571,2,5,1,1,1,1,0,0,0,0,0,0,0,0,2.8,5
793586530593992710,_1473376981488128006,tepupita,2021-12-21T19:37:01.000Z,Yo esperando que @R_mn termine de ver Spiderman para enviarle todos los tiktok a que tengo al respecto https://t.co/TGKpnvpqZg,0,2,0,1,1,1,1,3,3,0,1,0,1,0,0,0,0,0,2,1,3,0,0,0,0,3,3,4,1,0,0,1,0,1,0,0,0,0,0,0,,0,0,1,5.684210526315789,3,5,3,2,0,0,1,1,0,1,0,0,0,1,7.375,8
793586530593992710,_1473573857395097600,tepupita,2021-12-22T08:39:19.000Z,"Mi Beatle favorito es y será siempre George Harrison (que talento poldios) pero le doy mi amor y cariño a Paul McCartney nada más por Let it be, que canción más bella y que mensaje más increíble.",0,2,1,0,0,3,0,1,0,0,2,0,0,1,0,0,0,0,6,7,13,5,0,4,1,8,8,2,2,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,4.297297297297297,3,4,6,3,6,4,4,2,1,3,0,0,0,4,8.357142857142858,14
793586530593992710,_1474121548659310592,tepupita,2021-12-23T20:55:39.000Z,"Chamo yo de pana solo se que hay un starbucks en venezuela y no se mas del cuento. No entiendo el drama. No entiendo quienes se quejan, no entiendo porque los que no viven en Vzla les molesta tanto q la gente se tome unos café malos y caros. No entiendo nada.",0,10,0,0,0,8,2,6,5,1,4,0,1,0,0,0,0,0,5,4,9,4,0,3,1,5,5,4,11,0,0,2,0,7,3,1,0,0,0,0,,0,0,0,4,2,3.0,9,6,1,5,2,2,0,0,0,0,0,2,7.142857142857143,21
793586530593992710,_1474400306129772556,tepupita,2021-12-24T15:23:20.000Z,Cada vez que viajo así sea pa un pueblito al lado de madridz me gusta decir “ahhhhh quien iba a decir que yo iba a visitar estos sitios” en tono muy dramático 😂😂😂,2,4,0,3,0,5,1,3,3,0,3,0,1,0,0,0,0,0,1,5,6,2,1,3,0,3,3,6,4,0,0,3,0,2,2,0,0,0,0,0,,3,0,0,3.96875,3,3.0,3,1,2,0,1,1,0,1,0,0,0,1,9.384615384615385,13
793586530593992710,_1474714321875869697,tepupita,2021-12-25T12:11:07.000Z,"Mis -absolutely- películas navideñas favoritas son:
1. Home alone 2. 
2. Grinch. 
3. Home alone. 
4. Gremlins.",0,1,0,0,0,1,0,6,0,0,0,0,0,6,0,0,0,0,6,1,7,0,1,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5.352941176470588,2,4,7,1,1,11,2,0,2,0,0,0,0,2,2.3333333333333335,12
793586530593992710,_1474714656329678852,tepupita,2021-12-25T12:12:27.000Z,"Home alone dos veces no 😂, die hard o como dicen aquí juuuuingla de cristal",0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,5,7,1,1,1,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,4,4,4,5,1,1,1,0,0,0,0,0,0,0,0,5.5,6
793586530593992710,_1474740101896884231,tepupita,2021-12-25T13:53:34.000Z,"Verga o sea que mejor 25 que literal estar en una cabaña con frío, comiendo, bebiendo vino y viendo películas de niños",0,0,0,1,3,0,0,2,0,1,1,0,0,1,0,0,0,0,1,6,7,3,2,3,2,2,2,3,2,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,4.409090909090909,5,4.5,0,0,2,2,1,0,0,1,0,0,0,1,5.909090909090909,11
793586530593992710,_1474792696816492545,tepupita,2021-12-25T17:22:33.000Z,"Si no saben hacer hallacas, no vendan nojoda.",0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4.75,2,5.0,1,1,0,2,0,0,0,0,0,0,0,0,5,3
793586530593992710,_1474820552644874240,tepupita,2021-12-25T19:13:15.000Z,Feliz navidad. 😴 https://t.co/N4op5CPqlN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,12,5,8,0,0,0,1,0,0,0,0,0,0,0,0,2,1
793586530593992710,_1474820971311906819,tepupita,2021-12-25T19:14:55.000Z,Feliz navidad 💤😴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,6,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
793586530593992710,_1474844448874020875,tepupita,2021-12-25T20:48:12.000Z,Yo ayer.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,3.5,2,3.5,0,0,0,1,0,0,0,0,0,0,0,0,2,1
793586530593992710,_1475548303546793988,tepupita,2021-12-27T19:25:04.000Z,Naguara pero si no es una vaina es otra,0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,0,3.4444444444444446,2,3,2,2,0,0,0,0,0,0,0,0,0,0,7.5,2
793586530593992710,_1475549982690324490,tepupita,2021-12-27T19:31:44.000Z,Ya quiero que sea 31,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3.2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2
793586530593992710,_1475895362019811334,tepupita,2021-12-28T18:24:09.000Z,La tristeza que me queda cada vez que termino the office.,0,2,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,2,2,4,2,0,0,2,2,2,0,2,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,4.2727272727272725,3,3,1,1,0,1,0,0,0,0,0,0,0,0,6.4,5
793586530593992710,_1475943883158736899,tepupita,2021-12-28T21:36:58.000Z,"Mi sueño es ir a Mexico. Y seguro el arte es increíble, la historia es increíble, la música es increíble, todo todo pero yo nada más quiero ir a probarme a mi misma que puedo aguantar el picante. Plus comer divino divino.",0,6,0,3,0,6,0,5,3,2,7,0,0,0,0,0,0,0,2,5,7,5,0,2,2,3,2,3,6,1,1,3,0,3,1,1,1,0,0,0,,0,0,0,4.285714285714286,2,4.0,4,3,5,6,5,2,0,5,0,0,0,5,6.7894736842105265,19
793586530593992710,_1476155088242724866,tepupita,2021-12-29T11:36:13.000Z,"1. Red dead redemption 2
2. Sable
3. Cyberpunk (a mi si me gusto 😂)
4. Mario +rabbits (viejo pero me encanto)
5. Cinco son demasiados, no soy gamer https://t.co/Fc0U74EHj7",1,4,0,0,0,3,1,7,0,0,0,0,0,7,0,0,0,0,9,0,9,0,0,0,0,9,9,1,7,1,0,2,0,3,1,0,0,0,3,0,,1,0,1,4.7,2,3.0,6,3,0,10,1,1,0,1,0,0,0,1,4,14
793586530593992710,_1476224099940765699,tepupita,2021-12-29T16:10:27.000Z,Es la falta de detalles en un cuento https://t.co/NQb8GJg0HA,0,1,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,3,3,2,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5.777777777777778,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5.666666666666667,3
793586530593992710,_1476270415462940680,tepupita,2021-12-29T19:14:29.000Z,"Lo desanimada que estoy con mi trabajo y todo las emociones negativas que producen en mi, de verdad no se lo deseo ni a un chavista. https://t.co/Ixd67DlMTt",0,3,0,0,0,3,0,3,2,1,4,0,0,0,0,0,0,0,0,4,4,2,1,1,1,2,1,4,6,2,0,2,0,4,2,0,0,0,0,0,,0,0,1,4.814814814814815,2,3,3,3,0,2,2,0,2,1,0,0,0,2,8.777777777777779,9
793586530593992710,_1476527631243821062,tepupita,2021-12-30T12:16:34.000Z,"Por fa, si tienes hijos le puedes enseñar tolerancia a la frustración, a ser educados y tener paciencia? Esa gente que anda por el mundo maltratando a los demás por cualquier webonada de verdad que esos papás no le paraban bola porque coño…",1,3,0,2,1,4,0,5,3,2,4,0,0,0,0,0,0,0,2,9,11,6,2,2,5,4,3,7,4,0,0,2,0,2,0,1,0,1,0,0,,0,0,0,4.604651162790698,3,4,3,3,3,3,0,0,0,0,0,0,0,0,7.8125,16
793586530593992710,_1476631104392249348,tepupita,2021-12-30T19:07:44.000Z,Yo me convertiría en una persona muy rumbera si hacemos esto.,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,3,0,0,3,0,2,0,0,1,0,0,0,,0,0,0,4.636363636363637,2,3,0,0,1,1,1,0,1,1,0,0,0,1,5.25,4
793586530593992710,_1476903464429105154,tepupita,2021-12-31T13:10:00.000Z,"A veces uno piensa que la gente está más pendiente de uno de lo que es, así que mira chico; mejor pasar de to’o el mundo.",0,3,0,1,0,3,0,2,1,1,2,0,0,0,0,0,0,0,1,4,5,3,0,2,1,2,2,4,4,3,0,3,0,1,1,2,0,0,0,0,,0,0,0,3.6923076923076925,3,3.0,2,2,3,3,1,0,0,1,0,0,0,1,7.454545454545454,11
793586530593992710,_1476912082109046789,tepupita,2021-12-31T13:44:14.000Z,Esta raro este invierno.,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5.25,4,4.0,1,1,0,1,1,1,0,1,0,0,0,1,3,2
793586530593992710,_1476984107527770114,tepupita,2021-12-31T18:30:26.000Z,"Que el 2022 les traiga éxito en lo que les gusta hacer, un amor sabroso, familia que les nutra y unos amix que siempre estén. 

Y más discos de Taylor Swift.",0,4,0,1,0,1,3,4,3,0,2,0,0,1,0,0,0,0,2,5,7,4,1,4,1,2,2,2,7,1,0,1,0,4,3,0,0,0,0,0,,0,0,0,4.032258064516129,3,4,1,1,3,4,1,1,0,1,0,0,0,1,6.8,10
793586530593992710,_1477038470644355081,tepupita,2021-12-31T22:06:28.000Z,"Jugando Mario party , no puedo creer como daniel le robó a ultimo momento todas las estrellas a Ramon.",1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,4,2,6,0,1,0,0,6,5,2,1,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,4.421052631578948,5,5,3,2,1,2,2,1,0,1,0,0,0,2,5.125,8
793586530593992710,_1477185592295317504,tepupita,2022-01-01T07:51:04.000Z,Sinceramente lo único bueno que tuvo el 2021 fue la vacuna. De resto. 🤡🥴,2,0,0,0,0,2,0,2,1,1,2,0,0,0,0,0,0,0,0,3,3,2,0,1,1,1,1,1,2,1,0,1,0,1,1,0,0,0,0,0,,2,0,0,4.384615384615385,2,4,1,1,1,2,2,2,0,2,0,0,0,2,4.5,4
793586530593992710,_1477242176044212228,tepupita,2022-01-01T11:35:55.000Z,"Ayer me dio felicidad que la segunda persona que le compré hallacas SI SABÍA hacer una buena hallaca, comí con gusto",3,0,0,2,0,3,0,2,0,2,2,0,0,0,0,0,0,0,1,5,6,3,1,1,3,2,2,1,4,0,0,2,0,2,2,0,0,0,0,0,,0,0,0,4.571428571428571,3,4,0,0,3,1,2,0,2,2,0,0,1,2,7.375,8
793586530593992710,_1477244296940167168,tepupita,2022-01-01T11:44:20.000Z,Auguro de que será un buen año para mi porque las arepas que hago pa las sobras del pernil me quedaron redonditas perfectas. No necesito más,1,2,1,0,0,4,0,4,2,2,2,0,1,0,0,0,0,0,2,4,6,2,2,2,2,2,2,4,2,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,4.423076923076923,3,3.5,3,3,2,1,3,1,2,1,0,0,0,3,7,10
793586530593992710,_1477266548356227074,tepupita,2022-01-01T13:12:46.000Z,La verdad que nunca había notado lo bonito que es el edificio del impulso con sus maticas y vainas,1,1,0,0,0,2,0,3,2,1,3,0,1,0,0,0,0,0,0,5,5,3,2,2,3,0,0,2,3,1,0,1,0,1,2,0,0,0,0,0,,0,0,0,4.2105263157894735,3,3,1,1,1,0,1,1,0,1,0,0,0,1,6.857142857142857,7
793586530593992710,_1477597332006965248,tepupita,2022-01-02T11:07:11.000Z,Miren que bonito llevo la vaina https://t.co/OfyDJDo1Px,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,7,5,5,0,0,0,0,1,1,0,1,0,0,0,1,4.666666666666667,3
793586530593992710,_1477973311682396160,tepupita,2022-01-03T12:01:11.000Z,“Calle Teme a Dios”…. Vergaaaaa jodido 😂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,5.5,6,6.0,1,1,0,1,1,1,0,1,0,0,0,1,3.6666666666666665,3
793586530593992710,_1478007389550952448,tepupita,2022-01-03T14:16:36.000Z,Ay Disney por favor 🙄,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,4,2,4.0,1,1,0,0,0,0,0,0,0,0,0,0,3,2
793586530593992710,_1478041622906650626,tepupita,2022-01-03T16:32:38.000Z,The very first night de Taylor Swift me pone de súper buen humor.Esa canción tiene demasiado sensación de tu como que me gustas chicoooo,0,3,0,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,6,4,10,3,0,0,3,7,7,3,2,0,0,2,0,2,0,0,0,0,0,0,,0,0,1,4.708333333333333,2,4.5,9,5,3,0,2,1,0,1,0,0,0,2,5.666666666666667,9
793586530593992710,_1478104524292247555,tepupita,2022-01-03T20:42:35.000Z,Buen lunes. Espero que siga así la semana.,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4.375,4,4.0,0,0,1,2,1,1,0,1,0,0,0,1,3.75,4
793586530593992710,_1478446768689983488,tepupita,2022-01-04T19:22:32.000Z,"Hago un llamado a Dios, a las buenas energías, a los astros, al universo, a la ciencia?  Necesito un Peyito 🐶 en mi vida.",0,2,0,0,0,2,0,6,4,2,5,0,1,0,0,0,0,0,3,4,7,3,1,1,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,4.173913043478261,2,3,6,3,1,6,2,1,1,1,0,0,0,2,6.3,10
793586530593992710,_1478670663875543046,tepupita,2022-01-05T10:12:13.000Z,"Los veo sufriendo con los gastos de diciembre. Puedo decir por primera vez en mi vida que estoy bien luego de un diciembre 😂, estaré aprendiendo por fin a gastar mi dinero?",0,3,1,1,1,4,0,2,2,0,3,0,0,0,0,0,0,0,0,7,7,3,1,2,2,3,3,7,1,1,0,0,0,1,0,0,0,0,0,0,,1,0,0,4.375,3,3.0,2,2,1,3,1,0,1,1,0,0,1,1,6,15
793586530593992710,_1478819436836630531,tepupita,2022-01-05T20:03:23.000Z,Pero se puede dejar de meter en todo ?? En todo menos en lo importante.,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,3,0,2,0,0,0,0,,0,0,0,3.8,2,4,1,1,0,3,1,0,0,1,0,0,0,1,4.4,5
793586530593992710,_1479049958754037761,tepupita,2022-01-06T11:19:24.000Z,Este año como que si quiere cosas bonitas,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4.25,4,4.0,0,0,0,0,1,0,1,0,0,0,0,1,3.5,4
793586530593992710,_1479380789443899393,tepupita,2022-01-07T09:14:00.000Z,"Todos mis amigos cuando me imitan lo que hacen es terminar cualquier oración con un “pue”, “me tiene cansada pueeeeé” “hola pueeeeeé” “vamos pueeeeeé”",1,5,0,1,0,6,0,2,2,0,2,0,0,0,0,0,0,0,5,4,9,1,2,2,1,6,6,1,4,1,0,3,0,3,1,0,0,0,0,0,,0,0,0,5.291666666666667,6,5.5,4,1,4,1,2,0,1,2,0,0,0,2,6.6923076923076925,13
793586530593992710,_1479404954926342144,tepupita,2022-01-07T10:50:01.000Z,Todos mis amigos de españa* importante,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5.5,5,5.5,1,1,0,0,1,0,0,1,0,0,0,1,3.3333333333333335,3
793586530593992710,_1479514559614533635,tepupita,2022-01-07T18:05:33.000Z,"Estoy sorprendida que exista gente tan mala que te quiera hacer reventar emocionalmente por un trabajo cualquiera. Pobrecita esa gente, que vida tan triste deben llevar. https://t.co/1adyPFCmsc",0,5,0,2,0,3,2,3,1,1,2,0,0,1,0,0,0,0,1,3,4,3,0,1,2,1,1,1,3,0,0,2,0,1,1,1,0,0,0,0,,0,0,1,6.185185185185185,3,5,1,1,0,3,3,0,2,3,0,0,0,3,7.583333333333333,12
793586530593992710,_1479522119285420040,tepupita,2022-01-07T18:35:36.000Z,Descargando esto como escape de la vida mesma.,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,3,1,0,1,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,4.875,4,4.0,0,0,0,1,0,0,0,0,0,0,0,0,6,3
793586530593992710,_1479809000317325313,tepupita,2022-01-08T13:35:33.000Z,Esperando el arrozzzzz 💃🏻 https://t.co/5kvomcTd4K,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,10.75,9,9.0,1,1,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,3
793586530593992710,_1479890790906220550,tepupita,2022-01-08T19:00:34.000Z,Todos deberían jugar como Jane Shepard es infinitamente superior al tipo,0,1,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,2,1,3,1,0,1,0,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,5.636363636363637,4,5,1,1,1,0,1,0,0,1,0,0,0,1,5.5,4
793586530593992710,_1479895703296122884,tepupita,2022-01-08T19:20:05.000Z,"Yo: quiero un peyito 🐶 en mi vida
Daniel: sorpresa!!! https://t.co/jAZALPOF3Y",0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,2,2,4,2,0,1,1,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,,1,0,1,6.6,2,5.0,1,1,0,5,0,0,0,0,0,0,0,0,5.666666666666667,6
793586530593992710,_1479919698246606852,tepupita,2022-01-08T20:55:26.000Z,Es complicado.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6.5,2,6.5,0,0,0,1,1,1,0,1,0,0,0,1,2,1
793586530593992710,_1480117459176681474,tepupita,2022-01-09T10:01:16.000Z,"Desayunando con daniel y me dice ponme el último disco de Taylor Swift y te digo cual me gusta. Y yo modo, ha sacado 4 discos en los últimos 2 años. https://t.co/Prohbm2rQa",0,5,0,0,1,4,1,4,2,0,1,0,0,2,0,0,0,0,3,4,7,2,2,4,0,3,3,3,6,0,0,5,0,5,1,0,0,0,0,0,,0,0,1,4.40625,2,4.0,2,2,2,3,2,2,0,1,0,0,2,2,5.6923076923076925,13
793586530593992710,_1480117541058011141,tepupita,2022-01-09T10:01:35.000Z,Era Willow o eso cree él 😂,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,2,0,1,0,0,1,0,0,0,,1,0,0,3.1666666666666665,3,3.0,1,1,1,0,0,0,0,0,0,0,0,0,4.5,2
793586530593992710,_1480198979048681479,tepupita,2022-01-09T15:25:12.000Z,Soy fan de hacer una sopa increíble con las sobras de toda la semana.,0,1,0,1,0,1,0,4,0,4,3,0,0,0,0,0,0,0,0,4,4,3,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,3,3.0,0,0,1,1,1,0,0,1,0,0,0,1,7,6
793586530593992710,_1480233421125439490,tepupita,2022-01-09T17:42:03.000Z,Esto es lo que digo yo. No sean así porfavo.,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,2,1,0,1,0,0,0,,0,0,0,3.5,4,3.0,1,1,1,2,1,1,0,1,0,0,0,1,4.666666666666667,3
793586530593992710,_1480593776934539266,tepupita,2022-01-10T17:33:59.000Z,Así quede luego de esa llamada https://t.co/bpEMn1PK2U,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6.857142857142857,3,5,0,0,1,0,1,0,1,1,0,0,0,1,5.5,2
793586530593992710,_1480608182313623553,tepupita,2022-01-10T18:31:13.000Z,Bueno para algo que dice bien,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,,0,0,0,4,4,4.0,0,0,0,0,1,1,0,1,0,0,0,1,4.666666666666667,3
793586530593992710,_1480638472159383557,tepupita,2022-01-10T20:31:35.000Z,Yo viendo euphoria https://t.co/IrveO70qoN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,0,0,1,9.75,2,7.0,1,1,0,0,1,0,1,1,0,0,0,1,4,1
793586530593992710,_1480641365012799489,tepupita,2022-01-10T20:43:05.000Z,Jules es el demonio. Mala gente esa muchachita.,0,1,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,2,3,5,3,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,5,4.5,1,1,0,2,0,0,0,0,0,0,0,0,3.3333333333333335,3
793586530593992710,_1480671793656786946,tepupita,2022-01-10T22:43:59.000Z,Sinceramente lo que me provoca es una pasta con cheezwhiz,0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,1,3,1,0,2,0,2,1,0,0,0,0,0,,0,0,0,4.8,2,3.0,2,2,0,0,0,0,0,0,0,0,0,0,5,3
